Name,Recom_CPU_Max_Temp,Min_CPU_Lithography,Min_CPU_Physical_Cores,Recom_CPU_CPU_Speed,Recom_CPU_Lithography,Min_GPU_Memory,Min_GPU_Memory_Speed,Min_GPU_Direct_X,Min_GPU_Pixel_Rate,Min_GPU_Texture_Rate,Min_GPU_Memory_Bandwidth,Min_OS_Coded,Recom_OS_Coded,Min_HDD_Coded,Recom_HDD_Coded,Min_DirectX_coded
Transformers: The Fall of Cybertron,35.0,65.0,2.5,2.215,65.0,416.0,892.5,10.05,10.0,18.5,63.5,132,764,8.4,8.4,9
Agarest: Generations of War 2,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Polyhegrams,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Time Squared,67.0,55.0,2.0,3.2,32.0,1024.0,1026.0,11.0,12.0,25.0,65.65,764,1064,35.0,35.0,11
Rock of Ages 3: Make & Break,36.0,32.0,4.0,3.95,27.0,2048.0,1626.0,11.55,25.0,88.5,96.15,764,764,3.0,3.0,11
Alarm for Cobra 11-Crash Time,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,2.0,2.0,9
Ultimate ADOM - Caverns of Chaos,70.0,55.0,2.0,2.85,38.5,768.0,899.0,11.05,3.0,6.0,21.6,764,1064,0.0,0.0,11
The Gunk,69.5,33.5,2.5,2.9,38.5,2048.0,1012.5,12.0,11.5,24.5,50.4,764,764,15.0,15.0,11
Gene Rain: Wind Tower - Sky City's Rebirth,0.0,27.0,6.0,3.0,14.0,2048.0,1275.0,11.15,24.5,61.5,120.0,764,1064,12.0,20.0,11
The Binding of Isaac,0.0,180.0,1.0,2.1815,130.0,160.0,316.0,8.0,0.0,0.0,2.5,232,132,0.0,0.0,9
Rebel Cops,30.5,55.0,2.0,2.8,55.0,2048.0,900.0,11.6,6.5,15.0,21.6,764,1064,2.0,2.0,10
Caesar IV,32.5,180.0,1.0,2.4,90.0,128.0,235.0,9.0,0.0,0.0,3.75,200,0,2.0,2.0,9
The Seed,66.5,130.0,1.0,2.165,77.5,128.0,375.0,9.0,1.0,1.0,8.8,132,0,3.0,3.0,9
FIFA 18,86.0,38.5,3.0,3.6,21.0,1536.0,1075.0,12.0,19.0,47.0,97.6,764,1064,50.0,50.0,11
Wayward Manor,37.0,65.0,2.0,3.23,45.0,128.0,255.0,10.05,4.0,14.0,8.15,132,764,2.0,2.0,9
Salt and Sacrifice,36.5,45.0,2.5,2.65,65.0,768.0,1046.5,10.05,11.0,36.0,67.0,232,832,2.0,2.0,10
Spate,70.5,77.5,2.0,2.5,45.0,384.0,400.0,9.0,0.0,0.0,12.8,132,764,2.0,2.0,9
Xotic,66.0,65.0,2.0,2.5,65.0,256.0,750.0,9.0,0.0,0.0,48.0,132,132,3.5,4.0,9
Captain Morgane and the Golden Turtle,0.0,180.0,1.0,1.665,155.0,128.0,166.5,9.0,0.0,0.0,2.65,132,132,3.0,3.0,9
Victory and Glory: Napoleon,66.5,155.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
ReCore,36.5,27.0,6.0,3.8,27.0,2048.0,1451.0,11.55,28.0,72.5,161.7,1064,1064,50.0,50.0,11
Civilization V: Gods And Kings,35.0,65.0,2.0,2.215,65.0,256.0,600.0,9.5,1.5,3.0,27.2,132,732,1.0,1.0,9
Sims 3: World Adventures,66.5,155.0,1.0,2.05,65.0,192.0,137.5,9.0,0.0,0.0,4.4,132,132,3.5,3.5,9
Grow Up,67.5,45.0,2.0,3.3,38.5,1024.0,925.0,11.0,13.5,26.0,86.4,132,764,1.0,1.0,9
Total War: Rome II,66.0,65.0,2.0,2.95,38.5,384.0,750.0,10.05,3.0,7.0,17.6,132,764,35.0,35.0,9
War of Rights,69.5,33.5,2.5,2.9,38.5,1536.0,1075.0,11.15,6.0,14.5,34.4,132,764,15.0,15.0,9
Zero Escape: The Nonary Games,33.5,45.0,2.5,3.25,27.0,1024.0,975.0,10.6,5.5,16.0,31.2,732,764,5.0,6.0,9
Fallback,36.5,32.0,3.0,3.95,27.0,2560.0,1501.5,11.6,34.0,89.5,176.1,764,1064,4.0,4.0,11
Need for Speed: Undercover,36.0,110.0,1.0,2.65,65.0,192.0,337.5,9.0,0.0,0.0,9.2,132,132,6.0,6.0,9
Mechwarrior Online,36.5,55.0,2.0,3.25,38.5,768.0,750.0,10.5,6.5,9.5,35.2,232,764,4.0,4.0,9
Magicka: Horror Props DLC,36.0,110.0,1.0,1.75,65.0,512.0,650.0,10.5,3.5,6.5,20.8,132,132,0.0,0.0,9
Infinite Crisis,71.5,38.5,2.5,2.8,38.5,768.0,900.0,11.0,4.0,13.5,57.6,132,764,2.0,2.0,9
Uppers,70.0,55.0,4.0,2.85,38.5,1024.0,1112.5,11.0,18.0,31.5,87.6,832,1064,2.0,2.0,11
Iron Danger,52.5,38.5,4.0,3.7,27.0,2048.0,1351.0,11.1,28.5,81.5,148.89999999999998,764,1064,5.0,5.0,11
Hyper Light Drifter,0.0,180.0,1.0,2.1815,130.0,160.0,316.0,8.0,0.0,0.0,2.5,232,132,0.0,0.0,9
Metro: Last Light Redux,36.0,65.0,2.0,3.2,45.0,512.0,1013.0,10.05,11.0,23.0,64.85,132,764,10.0,10.0,10
TheBluVR,67.0,27.0,6.0,3.5,22.0,6144.0,1626.5,12.0,72.5,170.5,304.2,764,764,4.0,4.0,11
Assassins Creed: Origins,52.5,32.0,5.0,3.7,27.0,2048.0,1451.0,11.15,27.5,78.5,161.7,764,1064,50.0,50.0,11
Fifa Manager 14,66.5,180.0,1.0,2.1,77.5,256.0,615.0,9.0,4.5,4.5,27.7,132,132,7.0,7.0,9
Evergate,70.5,65.0,2.0,2.4,55.0,1024.0,925.0,10.55,4.5,17.0,59.2,764,1064,0.0,0.0,9
The Rat Project,70.5,55.0,2.0,2.4,55.0,1024.0,800.0,10.6,5.5,16.0,18.4,132,1064,1.0,1.0,10
Werewolf: The Apocalypse,0.0,27.0,6.0,3.5,10.5,1024.0,1375.0,11.1,16.5,45.0,88.0,1064,1064,20.0,20.0,0
Doom & Destiny Advanced,32.5,65.0,2.0,3.2,33.5,768.0,450.0,10.6,3.0,6.5,7.2,732,732,0.0,0.0,10
Mecha Ace,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Tropico 4,0.0,77.5,2.0,2.565,55.0,384.0,337.5,9.0,0.0,0.0,8.600000000000001,132,232,5.0,5.0,9
Interwebz TROLL Simulator,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Max Payne 3: Deathmatch Made in Heaven,34.5,65.0,2.0,3.3,32.0,384.0,250.0,10.0,3.0,5.0,8.0,132,764,35.0,35.0,9
Final Fantasy XIV: Stormblood,34.5,32.0,5.0,3.05,32.0,1536.0,1437.5,11.6,17.5,48.5,92.0,732,1064,60.0,60.0,9
Storm The Game,36.0,180.0,1.0,1.85,65.0,320.0,550.0,9.5,1.0,2.5,6.8,132,132,2.0,2.0,9
Tropico 5 - Supervillain,71.0,65.0,2.0,2.35,38.5,1024.0,850.0,11.05,1.5,1.5,27.200000000000003,232,764,4.0,4.0,11
Ninja Gaiden Sigma,69.5,33.5,2.5,2.9,38.5,2048.0,1012.5,12.0,11.5,24.5,50.4,764,764,15.0,15.0,11
Hearts of Iron IV: Together For Victory,67.5,45.0,4.0,2.93,45.0,1152.0,918.5,11.0,23.5,43.0,130.95,764,232,2.0,2.0,9
Tell Me Why,36.5,18.0,4.0,3.5,18.0,512.0,1475.0,11.55,45.5,86.5,248.0,1064,1064,25.0,25.0,12
From Dust,65.0,65.0,2.0,2.83,45.0,384.0,865.0,10.05,10.5,22.5,55.35,132,132,4.0,4.0,9
Rocket League,71.0,65.0,2.0,2.25,48.5,320.0,800.0,10.0,7.0,16.5,44.8,132,732,2.0,2.0,9
War Thunder,66.0,130.0,1.0,2.45,65.0,256.0,830.0,9.0,3.5,5.5,53.1,132,764,8.0,8.0,9
DwarfHeim,36.5,65.0,2.0,3.45,32.0,704.0,949.5,10.05,14.0,33.5,113.55,764,1064,10.0,30.0,9
Kingdoms of Amalur: The Legend of Dead Kel,71.0,65.0,2.0,2.5,55.0,192.0,400.0,10.05,3.5,13.0,19.2,132,132,1.0,1.0,9
Bee Simulator,50.0,32.0,6.0,3.4000000000000004,14.0,2048.0,1476.0,11.55,33.5,109.5,188.95,764,1064,10.0,10.0,11
Dead Space Remake,36.5,38.5,3.0,3.75,27.0,7168.0,2001.0,12.05,62.5,165.0,224.1,764,764,40.0,40.0,11
Deponia,36.0,130.0,1.0,2.7,77.5,512.0,595.0,10.55,3.5,6.5,9.5,132,132,5.0,5.0,9
Train Simulator 2012: GWR King Add-On,36.0,130.0,1.0,1.85,65.0,256.0,400.0,10.5,3.5,4.5,9.6,132,132,0.0,0.0,9
Matador,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Shadow Brawlers,65.5,155.0,1.0,2.2,55.0,512.0,1013.0,10.05,11.0,23.0,64.85,732,1064,1.0,1.0,10
Age of Conan: Hyborian Adventures,36.0,77.5,2.0,2.865,45.0,256.0,840.0,9.5,2.0,4.5,42.55,132,132,27.0,27.0,9
Command & Conquer: Red Alert 3 - Uprising,72.5,130.0,1.0,2.25,65.0,256.0,625.0,9.0,0.0,0.0,34.4,132,132,10.0,10.0,9
SPACERIFT: Arcanum System,50.0,45.0,2.0,3.1,14.0,768.0,1112.5,11.0,18.0,31.5,87.6,132,1064,5.0,5.0,11
Castlevania: Lords of Shadow 2,71.0,65.0,2.0,2.465,45.0,128.0,255.0,10.05,4.0,14.0,8.15,132,764,10.0,10.0,9
State Of Decay 2: Juggernaut Edition,36.5,32.0,5.0,3.6,27.0,2048.0,1351.0,11.1,32.5,89.5,172.95,1064,1064,16.0,30.0,11
Life of Rome,33.5,65.0,4.0,3.6,27.0,512.0,900.0,10.05,11.0,32.0,86.4,764,864,30.0,30.0,10
Drive,37.0,65.0,2.0,3.23,45.0,128.0,255.0,10.05,4.0,14.0,8.15,132,764,2.0,2.0,9
Lords Of Football,72.0,65.0,2.0,3.115,45.0,640.0,600.0,10.05,1.0,2.5,12.8,232,764,9.0,9.0,9
Tribes of Midgard,36.5,32.0,5.0,3.15,32.0,1024.0,1063.0,11.05,21.0,42.5,100.05,764,1064,8.0,8.0,11
The Sexy Brutale,36.5,27.0,6.0,3.35,23.0,2048.0,1351.0,11.1,26.5,69.0,148.89999999999998,764,764,3.0,40.0,11
Fifos Night,36.5,32.0,4.0,2.95,22.0,1536.0,1251.0,11.05,25.0,60.0,136.1,764,1064,2.0,2.0,9
Rays The Dead,37.0,65.0,2.0,3.23,45.0,128.0,255.0,10.05,4.0,14.0,8.15,132,764,2.0,2.0,9
Among Us,70.5,55.0,2.0,2.4,55.0,256.0,600.0,10.0,2.0,3.0,8.0,732,1064,0.0,0.0,10
Sir You Are Being Hunted,73.0,65.0,2.0,2.315,55.0,640.0,800.0,10.5,3.0,8.5,18.4,132,764,0.0,0.0,9
GORN,36.5,27.0,6.0,3.3,18.0,4096.0,1751.5,12.0,53.0,141.0,224.2,1064,1064,2.0,2.0,11
1971 Project Helios,0.0,38.5,4.0,3.8,14.0,1792.0,1101.0,11.55,34.5,64.5,173.0,764,1064,3.0,3.0,11
Rebel Galaxy Outlaw,36.5,38.5,2.5,3.3,32.0,1024.0,950.0,11.5,23.5,37.5,121.6,264,764,20.0,20.0,9
Rocksmith - Tone Customization - Time Saver Pack,67.0,77.5,2.0,2.88,65.0,256.0,700.0,10.0,3.5,7.5,22.4,132,764,1.0,1.0,9
Maiden and Spell,30.5,180.0,1.0,2.8,55.0,256.0,600.0,10.0,2.0,3.0,8.0,732,1064,0.0,0.0,10
Monster Energy Supercross - The Official Videogame 3,33.5,25.0,4.0,3.55,18.0,2048.0,1451.0,11.55,33.5,91.5,185.75,764,1064,10.0,10.0,11
Syrian Warfare,73.5,32.0,3.0,3.6,27.0,1024.0,937.5,10.55,8.5,23.5,76.8,764,1064,10.0,10.0,9
Your Chronicle,32.5,38.5,2.5,3.2,33.5,256.0,250.0,10.05,2.0,3.5,2.0,764,1064,1.0,1.0,10
Total War: Rome II - Empire Divided,66.0,65.0,2.0,2.95,38.5,384.0,750.0,10.05,3.0,7.0,17.6,132,764,35.0,35.0,9
NBA 2K18,36.5,38.5,3.0,3.55,27.0,1024.0,950.0,11.0,13.5,26.5,49.6,764,1064,70.0,70.0,11
Halfway,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,1.0,1.0,9
Total War Saga: Troy,50.0,55.0,2.5,3.45,13.0,1024.0,1050.0,11.5,18.0,36.0,96.0,764,1064,26.0,26.0,11
Friday the 13th: Killer Puzzle - Episode 6: Slayground,30.5,155.0,1.0,2.7,55.0,384.0,600.0,10.0,2.0,3.0,9.6,732,1064,0.0,0.0,9
Malicious Payload,50.0,27.0,6.0,3.4,14.0,4096.0,1751.5,12.0,53.5,152.5,224.2,764,1064,2.0,2.0,11
Anno 2070: The Development,31.0,77.5,2.0,3.1500000000000004,55.0,768.0,850.0,11.0,3.0,5.5,13.6,132,764,5.0,5.0,9
Arcade Tycoon,32.5,38.5,3.0,2.8,38.5,512.0,700.0,10.5,1.5,3.0,22.4,764,1064,1.5,1.5,10
Rocksmith - Ultimate Time Saver Bundle,67.0,77.5,2.0,2.88,65.0,256.0,700.0,10.0,3.5,7.5,22.4,132,764,1.0,1.0,9
Half-Life 2: Episode 1,32.5,180.0,1.0,2.4,90.0,128.0,200.0,10.0,2.0,3.0,3.2,132,0,1.5,4.5,9
The Falconeer,36.5,25.0,3.0,3.75,27.0,1536.0,1351.0,11.05,19.5,58.5,110.5,1064,764,5.0,5.0,11
Almighty: Kill Your Gods,47.5,22.0,4.0,3.3,10.5,2048.0,1526.5,11.65,36.0,70.5,142.5,1064,1064,10.0,10.0,11
Left 4 Dead 2,72.5,130.0,1.0,2.3,77.5,256.0,750.0,9.5,1.5,3.5,24.0,132,132,7.5,7.5,9
Jotun,66.5,180.0,1.0,2.1,77.5,384.0,250.0,10.0,2.0,3.5,2.0,732,764,10.0,8.0,10
Call of Duty: Modern Warfare 2 Remastered,36.5,27.0,4.0,3.45,23.0,2560.0,1376.0,11.1,28.5,100.0,216.15,764,1064,80.0,80.0,11
unwind,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Failspace,0.0,27.0,6.0,3.1500000000000004,14.0,4096.0,1751.5,12.0,54.5,158.0,224.2,764,1064,5.0,5.0,11
Pneuma: Breath of Life,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Life Is Feudal,67.5,38.5,3.0,3.35,38.5,1024.0,950.0,11.5,22.5,45.0,121.6,764,764,5.0,10.0,11
Dragon Age: The Last Court,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Monochroma,66.5,155.0,1.0,2.1,77.5,256.0,200.0,10.1,2.5,2.5,3.2,132,132,4.0,4.0,9
Ninja Guy,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Call of Duty Warzone,36.5,27.0,4.0,3.45,23.0,2560.0,1376.0,11.1,28.5,100.0,216.15,764,1064,175.0,175.0,11
Haydee,68.5,55.0,2.5,2.45,29.5,1024.0,1001.0,11.0,13.0,28.5,64.05000000000001,264,764,1.0,1.0,11
Forbidden Sanctity,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Apollo4X,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Lethal VR,36.5,27.0,6.0,3.8,27.0,6144.0,1626.5,12.0,65.0,141.5,304.2,1064,1064,0.0,0.0,0
Tools Up!,73.5,32.0,3.0,3.5,32.0,1024.0,950.0,11.0,4.0,14.5,46.4,764,1064,3.0,3.0,11
Backstage Press,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Freeman: Guerrilla Warfare,36.5,32.0,6.0,3.75,18.0,2048.0,1476.0,11.55,33.5,109.5,188.95,764,1064,8.0,10.0,10
Battlefield 2042,36.5,10.5,5.0,3.65,17.0,4096.0,1751.0,12.05,32.5,74.5,112.05,1064,1064,100.0,100.0,12
Clash: Artifacts of Chaos,36.5,38.5,3.0,3.75,27.0,2048.0,1487.5,11.6,17.5,53.5,95.2,764,764,40.0,40.0,11
Wolfenstein: Youngblood,36.5,18.0,4.0,3.5,18.0,3072.0,1501.0,11.6,48.0,145.5,272.15,764,1064,40.0,40.0,11
ShootMania Storm,36.0,180.0,1.0,2.55,65.0,128.0,250.0,9.5,1.5,1.5,8.0,132,132,2.0,2.0,9
Tales From The Borderlands: Episode 1 - Zer0 Sum,36.5,155.0,1.0,2.5,65.0,768.0,550.0,10.1,3.5,10.5,14.4,132,132,2.0,2.0,9
Company of Heroes 2,71.5,65.0,2.0,2.8,38.5,512.0,864.0,10.0,11.0,23.0,81.8,132,764,30.0,30.0,9
Destination Sol,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Dice Legacy,0.0,23.0,2.0,3.55,14.0,1536.0,1313.5,11.1,19.0,54.5,108.1,1064,1064,2.0,2.0,11
Clones,0.0,180.0,1.0,2.1585,130.0,128.0,133.0,9.0,0.0,0.0,1.05,732,0,0.0,0.0,9
South Park: Stick of Truth - Super Samurai Spaceman,72.0,65.0,2.0,2.88,45.0,640.0,810.0,10.1,7.5,12.0,25.950000000000003,132,764,6.0,6.0,9
Sleeping Dogs: Nightmare in North Point,35.0,65.0,2.0,2.215,65.0,768.0,900.5,11.0,14.5,25.0,76.85,232,764,1.0,1.0,10
RE:OZMA,72.0,45.0,2.0,2.85,38.5,1024.0,1026.0,11.0,12.0,25.0,65.65,764,1064,0.0,1.0,11
Visage,50.0,14.0,3.0,3.5,14.0,2048.0,1526.5,12.05,34.5,59.5,142.5,764,1032,10.0,10.0,10
Constantine,0.0,155.0,1.0,1.7915,130.0,128.0,600.0,10.0,2.0,3.0,3.2,132,132,2.0,2.0,9
Rage Some More!,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Tiny Tina's Wonderlands,36.5,27.0,6.0,3.4,17.0,3072.0,1701.5,12.05,38.5,114.5,161.7,1064,1064,75.0,75.0,11
Shadowgate,60.0,65.0,2.0,2.66,65.0,128.0,255.0,10.05,4.0,14.0,8.15,132,764,0.0,0.0,9
Call Of Duty: Ghosts - Nemesis,71.0,55.0,2.5,2.58,45.0,1024.0,1051.0,11.0,20.0,46.5,105.65,764,764,40.0,40.0,11
Aliens: Fireteam,84.0,38.5,3.0,3.4000000000000004,18.0,1024.0,1187.5,11.1,16.5,37.0,76.0,764,1064,30.0,30.0,11
Sanctum 2: Ruins Of Brightholme,71.0,77.5,2.0,2.5,55.0,512.0,850.0,9.5,2.5,5.5,38.4,132,732,2.0,2.0,9
Cruelty Squad,36.5,13.0,4.0,3.75,27.0,3072.0,1751.0,12.05,33.0,62.5,56.05,764,1064,1.0,1.0,11
Headspun,71.0,30.0,3.0,2.45,55.0,960.0,1074.5,10.5,13.5,31.0,92.75,764,1064,7.5,7.5,11
Deus Ex 3: Explosive Mission Pack,35.5,65.0,2.0,2.9,55.0,448.0,814.0,10.0,9.5,19.0,72.2,132,732,1.0,1.0,9
Power of Defense,0.0,180.0,1.0,2.5835,110.0,192.0,337.5,9.0,0.0,0.0,5.4,732,0,0.0,0.0,9
Star Wars: BattleCry,37.0,65.0,2.0,3.23,45.0,128.0,255.0,10.05,4.0,14.0,8.15,132,764,2.0,2.0,9
Blood Spear,102.5,14.0,8.0,2.9,10.5,3072.0,1751.0,12.05,33.0,62.5,56.05,1064,1064,2.0,2.0,11
Zeit Squared,72.0,65.0,2.0,2.365,77.5,256.0,830.0,9.0,0.0,0.0,53.1,132,132,1.0,1.0,9
The Binding of Isaac: Rebirth,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
F.E.A.R. Extraction Point,0.0,180.0,1.0,2.5835,110.0,128.0,133.0,9.0,0.0,0.0,1.05,132,0,3.5,4.0,9
Steep: Rocket Wings,52.5,32.0,5.0,3.75,27.0,2048.0,1376.0,11.55,20.5,69.5,112.1,764,764,25.0,25.0,11
Moons of Ventocia,68.0,38.5,3.0,2.55,38.5,1024.0,901.0,11.0,9.0,19.0,43.25,764,1064,5.0,5.0,11
Eve Online: Rubicon,65.0,65.0,2.0,3.03,45.0,384.0,1075.0,10.0,4.0,9.0,34.4,132,764,20.0,20.0,9
Explodemon!,66.5,65.0,2.0,1.9,77.5,256.0,450.0,10.0,3.0,4.5,14.4,132,132,3.0,3.0,9
City of Steam,66.5,155.0,1.0,2.1,77.5,384.0,400.0,10.05,2.0,3.5,6.4,132,232,2.0,2.0,9
Wire Lips,67.0,45.0,4.0,2.95,32.0,1024.0,950.0,11.0,4.0,14.5,46.4,764,1064,1.0,1.0,9
Sherlock Holmes: The Devils Daughter,70.0,32.0,3.0,3.1,30.0,1024.0,1251.0,11.05,20.5,50.0,112.15,764,764,20.0,20.0,11
Galactic Civilizations III,71.5,65.0,4.0,2.8,38.5,2048.0,850.0,11.0,8.5,15.0,33.6,764,764,12.0,15.0,9
The Great Paper Adventure,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Cafe 0: The Drowned Mermaid,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Ravenfield,67.0,38.5,3.0,2.95,38.5,1536.0,1187.5,11.6,6.5,15.0,56.0,132,764,15.0,15.0,9
The Few,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Karos,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Professional Farmer 2014,35.0,65.0,2.0,2.215,65.0,256.0,650.0,9.55,4.5,6.0,28.8,132,164,4.0,4.0,9
Worms Clan Wars,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,2.0,2.0,9
Scare,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
World War 3,36.5,32.0,6.0,3.6,18.0,2048.0,1476.0,11.55,33.5,109.5,188.95,764,1064,35.0,35.0,11
Contraband,36.5,32.0,5.0,3.3,18.0,2048.0,1451.0,11.55,31.5,79.0,185.75,764,1032,59.0,59.0,11
The Sims 4 Star Wars: Journey to Batuu,36.5,97.5,1.5,3.5,32.0,192.0,437.5,9.0,0.0,0.0,14.0,132,1064,9.0,9.0,9
Model Builder,0.0,33.5,3.0,3.0,14.0,1536.0,1313.0,11.5,22.0,53.5,116.05,764,1064,4.0,4.0,11
Mod and Play,36.5,38.5,4.0,3.25,32.0,1152.0,943.5,11.0,26.5,42.0,134.15,764,1064,0.0,1.0,11
Sleeping Dogs: Street Racer,35.0,65.0,2.0,2.215,65.0,768.0,900.5,11.0,14.5,25.0,76.85,232,764,1.0,1.0,10
Tigers on the Hunt,66.5,130.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Starship Corporation,33.5,32.0,6.0,3.45,27.0,768.0,450.0,10.6,3.0,6.5,7.2,132,764,2.0,2.0,9
Fokus,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Bang-On Balls: Chronicles,0.0,14.0,4.0,3.2,13.0,2048.0,1351.0,11.1,26.5,69.0,148.89999999999998,1064,1064,3.0,3.0,11
Sam and Max Save the World Remastered,36.5,55.0,2.0,3.0,55.0,1024.0,1013.5,11.05,13.0,25.5,64.85,764,1064,2.0,2.0,11
The Old Tree,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Brothers: A Tale of Two Sons,37.0,65.0,2.0,3.23,45.0,128.0,255.0,10.05,4.0,14.0,8.15,132,764,6.0,6.0,9
Skul: The Hero Slayer,36.5,32.0,5.0,3.15,32.0,768.0,1026.0,11.0,12.0,25.0,65.65,732,1064,0.0,0.0,9
Warface,0.0,77.5,2.0,3.0650000000000004,67.5,256.0,850.0,9.5,2.0,4.5,43.2,132,764,6.0,6.0,9
City Car Driving,71.5,45.0,2.0,3.4000000000000004,32.0,2048.0,900.0,11.6,11.0,24.0,28.8,764,132,10.0,10.0,11
Sonic Generations,36.5,65.0,2.0,2.93,45.0,512.0,850.0,10.0,10.0,22.0,54.400000000000006,132,732,11.0,11.0,9
Blackbay Asylum,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
D4,36.5,45.0,4.0,4.1,11.0,1152.0,943.5,11.0,26.5,42.0,134.15,764,864,10.0,20.0,11
The Legend of HyperStar,0.0,23.0,6.0,3.3,14.0,1024.0,1751.0,12.05,33.0,62.5,56.05,764,1064,8.0,8.0,11
11-11 Memories Retold,52.5,38.5,4.0,3.7,27.0,2048.0,1351.0,11.1,28.5,81.5,148.89999999999998,764,0,6.0,6.0,11
Guardians of Victoria,32.5,65.0,2.0,3.2,33.5,512.0,1013.0,10.05,11.0,23.0,64.85,732,764,0.0,0.0,9
WarBirds 2012,0.0,180.0,1.0,2.4665,130.0,128.0,525.0,9.0,1.5,1.5,28.0,200,200,1.5,1.5,9
Qbeh-1: The Atlas Cube,66.5,45.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,232,732,3.0,3.0,9
Kick Ass Commandos,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Alpha Polaris,0.0,155.0,1.0,2.5835,110.0,192.0,337.5,9.0,0.0,0.0,5.4,132,132,2.0,2.0,9
Streets of Moscow,72.5,110.0,1.0,2.2,77.5,192.0,304.0,9.0,1.0,1.0,4.85,132,132,3.0,3.0,9
Stars in Shadow,65.5,65.0,2.0,2.515,65.0,1280.0,900.0,10.6,8.0,25.0,43.2,132,764,0.0,0.0,9
Continents,66.5,180.0,1.0,2.1,77.5,320.0,550.0,9.5,1.0,2.5,6.8,132,132,0.0,0.0,9
Pixel Galaxy,32.5,65.0,2.0,3.2,33.5,512.0,850.0,10.05,11.0,28.5,54.400000000000006,732,732,0.0,0.0,9
Battlerite,32.5,45.0,2.0,3.2,33.5,768.0,450.0,10.6,3.0,6.5,7.2,732,764,1.5,1.5,9
Jagged Alliance: Back in Action,71.5,65.0,2.0,3.05,38.5,320.0,750.0,9.5,3.5,13.0,41.6,132,132,3.0,3.0,9
Biker Garage: Mechanic Simulator,36.5,27.0,6.0,3.65,27.0,4096.0,1501.5,11.6,63.5,137.5,272.2,764,1064,5.0,5.0,11
Gear Up,36.0,180.0,1.0,1.85,65.0,320.0,550.0,9.5,1.0,2.5,6.8,132,132,1.0,1.0,9
Warlock 2: The Exiled,63.5,67.5,2.0,3.3,33.5,640.0,850.0,10.5,14.5,23.0,75.2,264,764,0.0,0.0,9
